CALL_SIGN,LATITUDE,LONGITUDE,NAME,STATE,POSTCODE,SITE_PRECISION,ELEVATION,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank
VK2RTM,-31.58758,150.99258,Mt Crawney,NSW,,,
VK2RGR,-33.798308,151.126907,NRyde,NSW,,,
VK2RST,-33.894531,151.145352,Lewisham,NSW,,,
VK2RRS,-33.894531,151.145352,Lewisham,NSW,,,
VK3RSD,-37.90393,145.317257,Upwey,Vic,,,
VK6RLX,-32.074446,115.988033,Gosnells,WA,,,
VK2RTV,-33.821258,151.189719,St Leonards,NSW,,,
