0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank,TS
8-DMR,VK4RBT DMR,DV,DMR,438.8125,431.8125,VK4RBT,-,Mt Tambourine,Gold Coast,O,100,1900,5,4WIF,-,,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",153.215226,-27.922579,QG62ob58tn,686460,16.8,24.2,1339879.8,16258.2,5,,
2-FM,VK4RBU 2,FM,2,146.8000,146.2000,VK4RBU,MtGoon,Mt Goonaneman,Bundaberg/Maryborough,O,20,620,4,4BW,-,44,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.122131,-25.433093,QG64bn46pb,939133,5.6,11.3,1530069.1,285745.8,5,,
3-FM,VK4RBU 7,FM,7,438.7750,433.7750,VK4RBU,MtGoon,Mt Goonaneman,Bundaberg/Maryborough,O,10,620,4,4BW,-,58,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.122131,-25.433093,QG64bn46pb,939133,5.6,11.3,1530069.1,285745.8,5,,
3-FM,VK4RBW 7,FM,7,439.7750,434.7750,VK4RBW,BundaN,Watalgan,N Bundaberg,O,50,-,4,4BW,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.962052,-24.701339,QG55xh51kq,1018655,4.3,9.6,1597829.1,367837.5,5,,
4-FM,VK4RBX 6,FM,6,53.9250,52.9250,VK4RBX,-,The Knobby,Ipswich,O,50,-,5,4AB,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
7-P25,VK4RBX P25,DV,P25,146.6375,146.0375,VK4RBX,-,The Knobby,Ipswich 12.5Khz,O,25,600,3,4AB,-,20,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
3-FM,VK4RBX 7,FM,7,438.4250,433.4250,VK4RBX,-,The Knobby,Ipswich,O,70,120,4.5,4AB,123,72,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
8-DMR,VK4RBX DMR,DV,DMR,438.8375,431.8375,VK4RBX,-,The Knobby,Ipswich,O,40,600,5,4AB,-,107,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
6-DV,VK4RBX C,DV,DST,146.7875,146.1875,VK4RBX C,-,The Knobby,Ipswich (G),O,25,600,3,4AB,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.591633,-27.502263,QG62hl09xk,718035,11.0,18.2,1347475.7,61693.8,5,,
6-DV,VK4RBY B,DV,DST,438.4500,433.4500,VK4RBY B,-,Black Mtn,Mackay,O,-,-,-,4WCH,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",149.095465,-21.064039,QG48nw14kp,1433993,351.1,354.8,1898738.6,854202.9,5,,
6-DV,VK4RBY C,DV,DST,146.6500,146.0500,VK4RBY C,-,Black Mtn,Mackay,O,25,-,-,4WCH,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",149.095465,-21.064039,QG48nw14kp,1433993,351.1,354.8,1898738.6,854202.9,5,,
2-FM,VK4RCA 2,FM,2,146.9500,146.3500,VK4RCA,-,Mt Haren,Cairns,O,50,500,4,4HM,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.61219,-16.836529,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,,
3-FM,VK4RCA 7,FM,7,439.8500,434.8500,VK4RCA,-,Cairns,Cairns,O,50,50,4,4HM,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.61219,-16.836529,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,,
2-FM,VK4RCC 2,FM,2,146.6250,146.0250,VK4RCC,-,Ocean View,Brisbane North,O,-,-,-,4QD,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
2-FM,VK4RCM 2,FM,2,146.7250,146.1250,VK4RCM,GymSth,Mt Boulder,Gympie Southern,O,20,505,4,4GYM,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.805384,-26.252528,QG63jr69pj,858085,10.8,16.9,1478898.1,181033.0,5,,
8-DMR,VK4RCN DMR,DV,DMR,147.3000,147.9000,VK4RCN,-,Manoora,Cairns CBD 9/16,T,25,25,3,4AA,-,107,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.733,-16.922,QH23ub78xr,1955520,342.4,345.1,2316365.4,1427076.0,5,,
9-C4FM,VK4RCN 4,DV,C4FM,147.3000,147.9000,VK4RCN,-,Manoora,Cairns CBD 9/16,T,25,25,3,4AA,-,96,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.733,-16.922,QH23ub78xr,1955520,342.4,345.1,2316365.4,1427076.0,5,,
8-DMR,VK4RCN DMR,DV,DMR,438.3250,432.9250,VK4RCN,-,Manoora,Cairns CBD,O,25,25,3,4AA,-,107,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.733,-16.922,QH23ub78xr,1955520,342.4,345.1,2316365.4,1427076.0,5,,
9-C4FM,VK4RCN 4,DV,C4FM,438.3250,432.9250,VK4RCN,-,Manoora,Cairns CBD,O,25,25,3,4AA,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.733,-16.922,QH23ub78xr,1955520,342.4,345.1,2316365.4,1427076.0,5,,
6-DV,VK4RCN B,DV,DST,438.3250,432.9250,VK4RCN B,-,Manoora,Cairns CBD (G),O,25,25,3,4AA,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.733,-16.922,QH23ub78xr,1955520,342.4,345.1,2316365.4,1427076.0,5,,
6-DV,VK4RCN C,DV,DST,147.3000,147.9000,VK4RCN C,-,Manoora,Cairns CBD 9/16,T,25,25,3,4AA,-,96,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.733,-16.922,QH23ub78xr,1955520,342.4,345.1,2316365.4,1427076.0,5,,
2-FM,VK4RCQ 2,FM,2,147.0000,146.4000,VK4RCQ,-,Banana Range,Monto,O,-,-,-,4RCQ,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.31556,-24.44873,QG55dn72uh,1047592,355.0,0.0,1566301.5,467972.8,5,,
3-FM,VK4RCQ 7,FM,7,439.8750,434.8750,VK4RCQ,-,Banana Range,Monto,O,-,-,-,4RCQ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",150.31556,-24.44873,QG55dn72uh,1047592,355.0,0.0,1566301.5,467972.8,5,,
2-FM,VK4RCR 2,FM,2,146.8250,146.2250,VK4RCR,-,Braeside,Warwick/Stanthorpe,O,60,916,5,4AGJ,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.925221,-28.390881,QG51xo16ae,611074,6.6,15.1,1229401.1,125613.4,5,,
2-FM,VK4RDD 2,FM,2,146.7500,146.1500,VK4RDD,-,O'Rourke's House,Toowoomba,O,35,702,4,4WID,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.991884,-27.691258,QG52xh94ac,688862,6.5,14.0,1300245.4,107218.5,5,,
3-FM,VK4RDD 7,FM,7,439.2750,434.2750,VK4RDD,-,O'Rourke's House,Toowoomba,O,35,702,4,4WID,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.991884,-27.691258,QG52xh94ac,688862,6.5,14.0,1300245.4,107218.5,5,,
6-DV,VK4RDK B,DV,DST,438.3125,432.9125,VK4RDK B,-,Mt Tamborine,Gold Coast,O,25,500,-,4BJT,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",153.183113,-27.996729,QG62oa10xs,677694,16.7,24.2,1331267.4,18467.4,5,,
6-DV,VK4RDS A,DV,DST,1273.2000,1293.2000,VK4RDS A,-,Wilkes Knob,Maleny (G),O,25,470,3,4KZK,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
6-DV,VK4RDS B,DV,DST,438.5500,433.3500,VK4RDS B,-,Wilkes Knob,Maleny (G),O,25,470,3,4KZK,-,,,-5.200,5.200,"-",MINUS,DUP-,"-RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
6-DV,VK4RDS C,DV,DST,146.7375,146.1375,VK4RDS C,-,Wilkes Knob,Maleny (G),O,25,470,3,4KZK,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.912493,-26.778175,QG63kf93lf,802819,12.2,18.7,1432928.0,121898.3,5,,
6-DV,VK4RDW B,DV,DST,438.3500,432.9500,VK4RDW B,-,Wongawallan,Gold Coast (G),O,25,400,-,4BJT,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",153.259881,-27.883359,QG62pc17ex,691841,17.0,24.4,1345918.7,19642.2,5,,
2-FM,VK4RED 2,FM,2,147.2500,147.8500,VK4RED,-,Dalby,Dalby,O,60,-,5,4BAD,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",151.251976,-27.210245,QG52ps09fm,738082,0.3,7.4,1314888.9,193069.2,5,,
4-FM,VK4REG 6,FM,6,53.8250,52.8250,VK4REG,-,Mt Mowbullan,Bunya Mtns,O,25,1700,5,4JV,91.5,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",151.600764,-26.888563,QG53tc26cr,774633,2.9,9.7,1361895.9,180818.0,5,,
2-FM,VK4REG 2,FM,2,146.9500,146.3500,VK4REG,-,Mt Mowbullan,Bunya Mtns,O,75,1700,5,4JV,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.600764,-26.888563,QG53tc26cr,774633,2.9,9.7,1361895.9,180818.0,5,,
3-FM,VK4REG 7,FM,7,438.6500,433.6500,VK4REG,-,Mt Mowbullan,Bunya Mtns,O,100,1700,5,4JV,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.600764,-26.888563,QG53tc26cr,774633,2.9,9.7,1361895.9,180818.0,5,,
8-DMR,VK4REG DMR,DV,DMR,439.9875,434.9875,VK4REG,-,Mt Mowbullan,Bunya Mtns,O,40,1700,4,4QF,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.600764,-26.888563,QG53tc26cr,774633,2.9,9.7,1361895.9,180818.0,5,,
2-FM,VK4REP 2,FM,2,147.0750,147.6750,VK4REP,-,Middlemount,Middlemount 1/16,T,83,-,-,4WCH,-,95,49,0.600,0.600,"+",PLUS,DUP+,"+RPT",148.674596,-22.809551,QG47ie05wq,1250321,347.9,352.1,1700696.3,713477.7,5,,
2-FM,VK4RET 2,FM,2,146.6750,146.0750,VK4RET,-,Mt Kiangarow,S Burnet & D/Downs,O,60,1145,5,4BAD,91.5,58,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.548911,-26.830664,QG53se50up,780817,2.5,9.2,1365481.6,188816.0,5,,
3-FM,VK4RET 7,FM,7,438.7000,433.7000,VK4RET,-,Mt Kiangarow,S Burnet & D/Downs,O,12,1145,5,4BAD,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.548911,-26.830664,QG53se50up,780817,2.5,9.2,1365481.6,188816.0,5,,
4-FM,VK4RGA 6,FM,6,53.7250,52.7250,VK4RGA,-,Kroombit Tops,Central Queensland 8/15,X,83,1010,5,QGL,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",150.939698,-24.356626,QG55lp24sj,1054529,358.5,3.6,1596094.4,443310.9,5,,
2-FM,VK4RGA 2,FM,2,146.9000,146.3000,VK4RGA,-,Kroombit Tops,Central Qld,O,83,1010,4,QGL,91.5,44,49,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.939698,-24.356626,QG55lp24sj,1054529,358.5,3.6,1596094.4,443310.9,5,,
2-FM,VK4RGA 2,FM,2,147.3750,147.9750,VK4RGA,-,Kroombit Tops,Central Qld,O,83,1010,4,QGL,91.5,49,95,0.600,0.600,"+",PLUS,DUP+,"+RPT",150.939698,-24.356626,QG55lp24sj,1054529,358.5,3.6,1596094.4,443310.9,5,,
2-FM,VK4RGC 2,FM,2,146.7000,146.1000,VK4RGC,-,Springbrook,Gold Coast,O,150,1010,4,4WIG,123,48,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.288859,-28.234862,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.2,5,,
3-FM,VK4RGC 7,FM,7,438.6000,433.6000,VK4RGC,-,Springbrook,Gold Coast,O,150,1010,4,4WIG,123,84,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.288859,-28.234862,QG61ps43pp,655308,18.2,25.9,1315003.6,46204.2,5,,
3-FM,VK4RGL 7,FM,7,439.8000,434.8000,VK4RGL,-,Lady Larcom,Gladstone,O,150,330,2.5,4HN,91.5,63,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.125244,-23.804344,QG56ne56aw,1115407,359.6,4.4,1660062.2,490441.3,5,,
2-FM,VK4RGN 2,FM,2,146.7750,146.1750,VK4RGN,GymNth,Mt Kanigan,Gympie Northern,O,25,366,4,4GYM,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.575327,-25.960469,QG64ga99al,886404,8.9,14.9,1497053.6,217033.8,5,,
2-FM,VK4RGT 2,FM,2,146.6250,146.0250,VK4RGT,-,Maurice Hill,Gladstone City,O,83,212,2,QGL,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.242554,-23.935977,QG56ob95ci,1100804,0.2,5.0,1650305.9,472390.2,5,,
3-FM,VK4RGT 7,FM,7,438.0500,433.0500,VK4RGT,-,Maurice Hill,Gladstone City,O,83,212,2,QGL,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.242554,-23.935977,QG56ob95ci,1100804,0.2,5.0,1650305.9,472390.2,5,,
8-DMR,VK4RGX DMR,DV,DMR,438.8125,431.8125,VK4RGX,-,Springbrook,Queensland,O,-,-,-,4QF,-,107,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",153.266325,-28.231694,QG61ps14xj,654996,18.0,25.7,1314059.6,44857.9,5,,
3-FM,VK4RGY 7,FM,7,439.9500,434.9500,VK4RGY,Gympie,Gympie,Gympie,O,25,95,4,4GYM,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.671423,-26.187777,QG63it04nw,862951,9.8,15.9,1479019.2,190387.5,5,,
2-FM,VK4RHB 2,FM,2,146.6500,146.0500,VK4RHB,-,Booral,Hervey Bay,O,25,135,3,4CHB,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.889926,-25.359545,QG64kp63sr,957034,10.2,15.8,1570721.0,278699.1,5,,
2-FM,VK4RHR 2,FM,2,146.9250,146.3250,VK4RHR,-,Hodgson Range,W Central Highlands,O,25,520,-,4WCH,-,49,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.033559,-22.692692,QG47ah43as,1276813,345.1,349.1,1701765.0,764878.9,5,,
3-FM,VK4RHR 7,FM,7,438.5000,433.5000,VK4RHR,-,Hodgson Range,Clermont,O,50,520,-,4WCH,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",148.033559,-22.692692,QG47ah43as,1276813,345.1,349.1,1701765.0,764878.9,5,,
2-FM,VK4RHT 2,FM,2,146.6750,146.0750,VK4RHT,-,Hann Tableland,Atherton Tablelands,O,100,965,4,4WAT,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.253459,-16.914573,QH23pc00jm,1970270,340.9,343.6,2316147.2,1454353.6,5,,
1-10M,VK4RKC 10,FM,10,29.6600,29.5600,VK4RKC,-,Ocean View,Brisbane North,O,100,530,5,4KI,-,9,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
2-FM,VK4RKC 2,FM,2,145.6250,145.6250,VK4RKC,-,Ocean View,Brisbane North SSTV,O,100,530,-,4KI,-,41,,0.000,0.000,"+",PLUS,DUP+,"+RPT",152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
2-FM,VK4RKC 2,FM,2,147.9000,147.3000,VK4RKC,-,Ocean View,Brisbane North,O,100,530,5,4KI,-,9,94,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
A-ATV,VK4RKC ATV,FM,ATV,446.500,Various,VK4RKC,-,Ocean View,Brisbane North,O,120,530,-,4KI,-,89,,,,,,,,152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
2-FM,VK4RKP 2,FM,2,146.7250,146.1250,VK4RKP,-,Mt Crosby,Ipswich,O,20,-,-,4AKP,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.797919,-27.527452,QG62jl53sj,719206,12.6,19.8,1355372.4,46000.1,5,,
A-ATV,VK4RKP ATV,FM,ATV,444.250,1250.000,VK4RKP,-,Mt Crosby,Ipswich,O,100,-,-,4AKP,-,91,,805.750,805.750,"+",PLUS,DUP+,"+RPT",152.797919,-27.527452,QG62jl53sj,719206,12.6,19.8,1355372.4,46000.1,5,,
1-10M,VK4RLB 10,FM,10,29.1200,29.1200,VK4RLB,-,Logan,Brisbane,O,25,60,4,4ARN,88.5,3,,0.000,0.000,"+",PLUS,DUP+,"+RPT",153.100191,-27.627411,QG62ni29ak,715135,15.2,22.3,1361414.1,27184.9,5,,
4-FM,VK4RLB 6,FM,6,53.7250,52.7250,VK4RLB,-,Woodridge,Brisbane South,O,25,60,4,4ARN,-,3,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",153.100191,-27.627411,QG62ni29ak,715135,15.2,22.3,1361414.1,27184.9,5,,
2-FM,VK4RLB 2,FM,2,147.6250,147.0250,VK4RLB,-,Woodridge,Brisbane South,O,25,60,4,4ARN,-,94,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",153.100191,-27.627411,QG62ni29ak,715135,15.2,22.3,1361414.1,27184.9,5,,
3-FM,VK4RLB 7,FM,7,438.7500,433.7500,VK4RLB,-,Woodridge,Logan,O,25,60,4,4ARN,-,3,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.100191,-27.627411,QG62ni29ak,715135,15.2,22.3,1361414.1,27184.9,5,,
5-FM,VK4RLB 23,FM,23,1273.3500,1293.3500,VK4RLB,-,Woodridge,Brisbane South 6/15,P,-,560,4,4ARN,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",153.100191,-27.627411,QG62ni29ak,715135,15.2,22.3,1361414.1,27184.9,5,,
4-FM,VK4RLS 6,FM,6,53.8750,52.8750,VK4RLS,-,Mt Dunsinane,Logan/Bdesert 7/17,P,50,400,5,4BAB,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",153.040439,-27.926477,QG62mb47up,681566,15.4,22.9,1330222.3,6552.2,5,,
3-FM,VK4RLU 7,FM,7,439.8750,434.8750,VK4RLU,-,Mt Dunsinane,Logan,O,30,400,4,4BAB,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",153.040439,-27.926477,QG62mb47up,681566,15.4,22.9,1330222.3,6552.2,5,,
2-FM,VK4RLW 2,FM,2,146.9750,146.3750,VK4RLW,-,O'Briens Mtn,Logan/Bdesert,O,25,800,5,4OD,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.879029,-27.717924,QG62kg57lq,700290,13.6,21.0,1341425.8,24623.8,5,,
3-FM,VK4RLW 7,FM,7,438.5000,433.5000,VK4RLW,-,O'Briens Mtn,Logan/Bdesert,O,25,315,10,4OD,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.879029,-27.717924,QG62kg57lq,700290,13.6,21.0,1341425.8,24623.8,5,,
3-FM,VK4RMA 7,FM,7,439.7500,434.7500,VK4RMA,-,Mt Alma,Gladstone/Rockhampton,O,50,90,3,4WIR,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",150.804856,-23.959662,QG56ja69nq,1098875,357.9,2.7,1633226.2,488626.1,5,,
8-DMR,VK4RMC DMR,DV,DMR,439.9750,434.9750,VK4RMC,-,Mt Coot-tha,Brisbane,O,50,-,5,4QF,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.947118,-27.463175,QG62lm38pu,729307,13.7,20.7,1369051.0,46485.2,5,,
5-FM,VK4RMC 23,FM,23,1273.5000,1293.5000,VK4RMC,-,Mt Coot-tha,Brisbane,O,30,-,3,4JV,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",152.947118,-27.463175,QG62lm38pu,729307,13.7,20.7,1369051.0,46485.2,5,,
A-ATV,VK4RMG ATV,FM,ATV,446.500,1283.000,VK4RMG,-,Ocean View,Brisbane North,O,120,530,-,4RMG,-,109,,836.500,836.500,"+",PLUS,DUP+,"+RPT",152.820209,-27.145551,QG62ju85kb,761106,12.2,19.0,1393017.9,83752.2,5,,
2-FM,VK4RMI 2,FM,2,146.7000,146.1000,VK4RMI,-,Four Mile Hill,Mount Isa,O,20,500,3.5,4RMI,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",139.558311,-20.712737,PG99sg68xw,1855669,318.8,320.9,1966134.6,1581836.6,5,,
2-FM,VK4RMK 2,FM,2,147.0000,146.4000,VK4RMK,-,Mt Blackwood,Mackay,O,25,320,5,4WIM,-,42,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.943342,-21.031638,QG48lx32ej,1439791,350.5,354.2,1899249.1,864718.7,5,,
2-FM,VK4RMM 2,FM,2,147.1250,147.7250,VK4RMM,-,Stanthorpe,Stanthorpe,O,-,-,-,4BRC,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",151.92905,-28.666178,QG51xi10lc,580797,7.0,15.9,1203266.1,141826.8,5,,
2-FM,VK4RMP 2,FM,2,146.8000,146.2000,VK4RMP,-,Midge Point,Proserpine,O,-,-,-,4RM,-,49,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.676631,-20.647622,QG49ii14en,1486052,349.7,353.2,1936111.8,915300.8,5,,
A-ATV,VK4RNC ATV,FM,ATV,446.500,Various,VK4RNC,-,Wilkes Knob,Sunshine Coast,O,120,450,-,4KI,-,110,,,,,,,,152.910371,-26.77727,QG63kf93fk,802876,12.2,18.7,1432911.8,122023.3,5,,
2-FM,VK4RNL 2,FM,2,147.2750,147.8750,VK4RNL,-,Hervey Bay,N. Sunshine Coast,O,25,90,5,4NL,-,95,,0.600,0.600,"+",PLUS,DUP+,"+RPT",152.734623,-25.270368,QG64ir85dc,964367,9.2,14.7,1572660.3,289885.5,5,,
3-FM,VK4RNL 7,FM,7,439.3750,434.3750,VK4RNL,-,Hervey Bay,N. Sunshine Coast 6/15,P,25,90,5,4NL,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.734623,-25.270368,QG64ir85dc,964367,9.2,14.7,1572660.3,289885.5,5,,
2-FM,VK4ROM 2,FM,2,146.6500,146.0500,VK4ROM,-,Grafton Range,Roma,O,30,550,-,4ROM,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.842178,-26.5754,QG43kk11bv,839791,343.7,349.5,1298280.0,441816.2,5,,
3-FM,VK4RPH 7,FM,7,438.2250,432.8250,VK4RPH,-,Mt Haren,Kuranda,O,50,250,-,4BS,123,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.61219,-16.836529,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,,
9-C4FM,VK4RPH 4,DV,C4FM,438.2250,432.8250,VK4RPH,-,Mt Haren,Kuranda,O,50,250,-,4BS,123,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.61219,-16.836529,QH23td39lf,1968051,342.1,344.7,2325469.7,1441778.4,5,,
1-10M,VK4RPU 10,FM,10,29.6300,29.5300,VK4RPU,-,Mt Perry,Monto 6/15,P,-,-,-,4PU,-,,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",151.641482,-25.185578,QG54tt65xl,963300,2.6,8.1,1535839.6,329370.0,5,,
2-FM,VK4RPU 2,FM,2,146.7500,146.1500,VK4RPU,-,Mt Perry,Monto,O,-,-,-,4PU,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.641482,-25.185578,QG54tt65xl,963300,2.6,8.1,1535839.6,329370.0,5,,
3-FM,VK4RPU 7,FM,7,438.7500,433.7500,VK4RPU,-,Mt Perry,Monto,O,-,-,-,4PU,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.641482,-25.185578,QG54tt65xl,963300,2.6,8.1,1535839.6,329370.0,5,,
4-FM,VK4RRC 6,FM,6,53.6250,52.6250,VK4RRC,-,Wamuran,Redcliffe,O,20,230,5,4RC,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",152.823105,-27.036716,QG62jx81se,772990,12.0,18.7,1403626.0,95308.4,5,,
2-FM,VK4RRC 2,FM,2,146.9250,146.3250,VK4RRC,-,Wamuran,Redcliffe,O,25,230,5,4RC,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",152.823105,-27.036716,QG62jx81se,772990,12.0,18.7,1403626.0,95308.4,5,,
3-FM,VK4RRC 7,FM,7,438.3250,433.3250,VK4RRC,-,Wamuran,Redcliffe,O,25,230,4.5,4RC,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",152.823105,-27.036716,QG62jx81se,772990,12.0,18.7,1403626.0,95308.4,5,,
2-FM,VK4RRR 2,FM,2,146.9750,146.3750,VK4RRR,-,Mt Seaview,N Central Highlands,O,50,-,3,4WCH,-,49,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.710799,-21.440951,QG48in54he,1398808,349.3,353.0,1850267.2,837107.4,5,,
4-FM,VK4RSA 6,FM,6,53.8000,52.8000,VK4RSA,-,Sarina,Mackay 6/15,T,-,-,-,4RM,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",149.16955,-21.497521,QG48om00io,1385397,351.2,355.0,1853217.5,808164.2,5,,
2-FM,VK4RSA 2,FM,2,146.6750,146.0750,VK4RSA,-,Sarina,Mackay,O,25,400,4,4RM,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",149.16955,-21.497521,QG48om00io,1385397,351.2,355.0,1853217.5,808164.2,5,,
7-P25,VK4RSA P25,DV,P25,147.0750,147.6750,VK4RSA,-,Sarina,Mackay 1/16,T,50,460,3,4RM,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",149.16955,-21.497521,QG48om00io,1385397,351.2,355.0,1853217.5,808164.2,5,,
3-FM,VK4RSA 7,FM,7,439.6250,434.6250,VK4RSA,-,Sarina,Mackay,O,25,400,4,4RM,-,49,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",149.16955,-21.497521,QG48om00io,1385397,351.2,355.0,1853217.5,808164.2,5,,
6-DV,VK4RSA B,DV,DST,438.2750,432.8750,VK4RSA B,-,Sarina,Mackay 1/16,T,50,460,3,4RM,-,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",149.16955,-21.497521,QG48om00io,1385397,351.2,355.0,1853217.5,808164.2,5,,
