Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
21,UK(FM),HEREFORD,WM,GB3HC,,433.150000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,52.060800,-2.697100,0:00
21,UK(FM),HASTINGS,SE,GB3HE,,433.350000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,50.879900,0.591700,0:00
21,UK(FM),BUXTON,MIDL,GB3HH,,145.700000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,53.225000,-1.907900,0:00
21,UK(FM),ISLE OF MULL,SCOT,GB3HI,,145.700000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,56.458200,-5.729700,0:00
21,UK(FM),HARROGATE,NOR,GB3HJ,,433.025000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,54.064700,-1.654300,0:00
21,UK(FM),SELKIRK,SCOT,GB3HK,,433.050000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,55.555700,-2.794200,0:00
21,UK(FM),HITCHIN,SE,GB3HN,,433.275000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.928500,-0.248900,0:00
21,UK(FM),HARROWWEALDCOMM,SE,GB3HR,,433.350000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.623000,-0.356600,0:00
21,UK(FM),HINCKLEY,MIDL,GB3HT,,433.275000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.544900,-1.371800,0:00
21,UK(FM),ROMFORD,SE,GB3HW,,433.325000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,51.583500,0.211300,0:00
21,UK(FM),HAYWARDS HTH,SE,GB3HY,,433.125000,DUP+,1.600000,FM,TONE,88.5Hz,YES,Approximate,50.991700,-0.093400,0:00
21,UK(FM),WOLVERHAMPTON,MIDL,GB3IC,,433.125000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.600800,-2.099400,0:00
21,UK(FM),PLYMOUTH,SW,GB3IE,,430.850000,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,50.389600,-4.110300,0:00
21,UK(FM),STORNOWAY,SCOT,GB3IG,,145.775000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,58.180800,-6.584500,0:00
21,UK(FM),IPSWICH,SE,GB3IH,,433.100000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,52.057300,1.197400,0:00
21,UK(FM),ROCHESTER,SE,GB3IK,,145.762500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,51.403500,0.488700,0:00
21,UK(FM),CARNANE IOM,NOR,GB3IM C,,430.825000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,54.140600,-4.493100,0:00
21,UK(FM),RAMSEY IOM,NOR,GB3IM R,,430.825000,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,54.361400,-4.386000,0:00
21,UK(FM),SNAEFELL IOM,NOR,GB3IM S,,433.125000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,54.263900,-4.461000,0:00
21,UK(FM),STAFFORD,MIDL,GB3IP,,145.762500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,52.769400,-2.157100,0:00
21,UK(FM),RICHMOND YORKS,NOR,GB3IR,,145.762500,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,54.412300,-1.745700,0:00
21,UK(FM),ISLE OF SKYE,SCOT,GB3IS,,145.750000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,57.466800,-6.703200,0:00
21,UK(FM),ISLE OF WIGHT,SW,GB3IW,,433.225000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.611000,-1.239800,0:00
21,UK(FM),LISKEARD,SW,GB3JL,,145.787500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.509600,-4.439300,0:00
21,UK(FM),KILMARNOCK,SCOT,GB3KA,,433.075000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,55.588400,-4.324400,0:00
21,UK(FM),KIDDERMINSTER,WM,GB3KD,,145.787500,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,52.400600,-2.252700,0:00
21,UK(FM),NW GLASGOW,SCOT,GB3KE,,145.687500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,55.915300,-4.307700,0:00
21,UK(FM),BALLYCASTLE,NI,GB3KK,,430.975000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,55.191800,-6.243400,0:00
21,UK(FM),KINGS LYNN,SE,GB3KL,,433.100000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.712600,0.420500,0:00
21,UK(FM),MAIDSTONE,SE,GB3KN,,145.700000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,51.308400,0.578300,0:00
21,UK(FM),KIDDERMINSTER,WM,GB3KR,,433.075000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.413200,-2.267500,0:00
21,UK(FM),DOVER,SE,GB3KS,,145.625000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,51.144600,1.316800,0:00
21,UK(FM),KILSYTH,SCOT,GB3KV,,430.975000,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,55.997500,-4.037500,0:00
21,UK(FM),SOUTHSCOT,SCOT,GB3LA,,145.712500,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,55.377600,-3.753700,0:00
21,UK(FM),BORDERS,SCOT,GB3LB,,145.787500,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,55.778900,-2.881600,0:00
21,UK(FM),LOUTH LINCS,MIDL,GB3LC,,433.225000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.324900,-0.119500,0:00
21,UK(FM),LANCASTER,NOR,GB3LD,,145.675000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,54.032500,-2.763200,0:00
21,UK(FM),LEICESTER,MIDL,GB3LE,,433.100000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.692800,-1.282400,0:00
21,UK(FM),KENDAL,NOR,GB3LF,,433.350000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,54.321300,-2.704800,0:00
21,UK(FM),SHREWSBURY,WM,GB3LH,,433.375000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,52.655000,-2.785000,0:00
21,UK(FM),LIVERPOOL,NOR,GB3LI,,433.250000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.460900,-3.013600,0:00
21,UK(FM),LLANDUDNO,WM,GB3LL,,433.000000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,53.332300,-3.854800,0:00
21,UK(FM),NEWHAVEN,SE,GB3LR,,430.862500,DUP+,7.600000,FM,TONE,88.5Hz,YES,Approximate,50.783200,0.054100,0:00
21,UK(FM),LINCOLN,MIDL,GB3LS,,433.050000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.234200,-0.536200,0:00
21,UK(FM),LUTON,MIDL,GB3LT,,433.250000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,51.911600,-0.457500,0:00
21,UK(FM),SHETLAND,SCOT,GB3LU,,145.675000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,60.144500,-1.206500,0:00
21,UK(FM),NORTH LONDON,SE,GB3LV,,433.050000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.652500,-0.081800,0:00
21,UK(FM),CENTRAL LONDON,SE,GB3LW,,433.150000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.507300,-0.110900,0:00
21,UK(FM),BURY,NOR,GB3MA,,433.025000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.616000,-2.253900,0:00
21,UK(FM),MANSFIELD,MIDL,GB3MD,,430.850000,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,53.129700,-1.160000,0:00
21,UK(FM),RUGBY,MIDL,GB3ME,,433.150000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.375200,-1.240500,0:00
21,UK(FM),MACCLESFIELD,NOR,GB3MF,,433.050000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.283300,-2.094300,0:00
21,UK(FM),SOUTH WALES,WM,GB3MG,,430.900000,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,51.611900,-3.303300,0:00
21,UK(FM),W SUSSEX,SE,GB3MH,,145.625000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,51.102200,-0.090900,0:00
21,UK(FM),MILTON KEYNES,SW,GB3MK,,433.000000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.043800,-0.759100,0:00
21,UK(FM),DENBIGH,WM,GB3MP,,145.750000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,53.220700,-3.314900,0:00
21,UK(FM),STOCKPORT,NOR,GB3MR,,433.350000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.329400,-2.041300,0:00
21,UK(FM),WORCESTER,WM,GB3MS,,433.175000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.192600,-2.181600,0:00
21,UK(FM),LEAMINGTONSPA,MIDL,GB3MW,,433.250000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.301300,-1.510700,0:00
21,UK(FM),BOLTON,NOR,GB3MY,,433.300000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.544200,-2.527100,0:00
21,UK(FM),BARNSLEY,NOR,GB3NA,,145.612500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,53.566500,-1.404400,0:00
21,UK(FM),BIDEFORD,SW,GB3ND,,433.350000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,51.010900,-4.223400,0:00
21,UK(FM),NOTTINGHAM,MIDL,GB3NF,,145.625000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,52.980000,-1.132900,0:00
21,UK(FM),NORTHAMPTON,MIDL,GB3NH,,433.075000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.241600,-0.894100,0:00
21,UK(FM),BELFAST N.I.,NI,GB3NI,,145.725000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,54.617600,-5.810700,0:00
21,UK(FM),ERITH,SE,GB3NK,,433.100000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,51.471200,0.155400,0:00
21,UK(FM),NORTH LONDON,SE,GB3NL,,145.775000,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,51.652500,-0.081800,0:00
21,UK(FM),NOTTINGHAM,MIDL,GB3NM,,433.175000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,52.980000,-1.132900,0:00
21,UK(FM),WELLS NORFOLK,SE,GB3NN,,433.050000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.910200,0.830000,0:00
21,UK(FM),NORTHAMPTON,MIDL,GB3NP,,430.887500,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,52.166500,-1.029000,0:00
21,UK(FM),NORWICH,SE,GB3NR,,433.000000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.627800,1.284200,0:00
21,UK(FM),NEWCASTLE/TYNE,NOR,GB3NT,,433.000000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,54.934900,-1.581700,0:00
21,UK(FM),SHERINGHAM,SE,GB3NU,,430.887500,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,52.940700,1.208800,0:00
21,UK(FM),WORCESTER,WM,GB3NW,,145.625000,DUP-,0.600000,FM,TONE,67.0Hz,YES,Approximate,52.192600,-2.181600,0:00
21,UK(FM),CRAWLEY,SE,GB3NX,,433.050000,DUP+,1.600000,FM,TONE,88.5Hz,YES,Approximate,51.094700,-0.119200,0:00
21,UK(FM),SOUTHPORT,NOR,GB3OA,,145.612500,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,53.648000,-3.000800,0:00
21,UK(FM),BONESS,SCOT,GB3OH,,433.100000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,55.995700,-3.644900,0:00
21,UK(FM),BROMLEY,SE,GB3OK,,439.512500,DUP-,9.000000,FM,TONE,82.5Hz,YES,Approximate,51.358100,0.148700,0:00
21,UK(FM),OMAGH N.I,NI,GB3OM,,433.375000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,54.674300,-7.209100,0:00
21,UK(FM),HUNTINGDON,MIDL,GB3OV,,433.125000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.270900,-0.181200,0:00
21,UK(FM),OXFORD,SW,GB3OX,,433.300000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,51.751900,-1.214800,0:00
21,UK(FM),BUCKHURST HILL,SE,GB3OY,,430.950000,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,51.624800,0.032300,0:00
21,UK(FM),PORTSMOUTH,SW,GB3PC,,145.775000,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,50.799700,-1.101700,0:00
21,UK(FM),ACCRINGTON,NOR,GB3PF,,433.000000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.740900,-2.372000,0:00
21,UK(FM),PORTSMOUTH,SW,GB3PH,,433.050000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.853300,-1.056600,0:00
21,UK(FM),BALLYCASTLE NI,NI,GB3PK,,145.662500,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,55.194700,-6.096400,0:00
21,UK(FM),IPSWICH,SE,GB3PO,,145.650000,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,52.057300,1.197400,0:00
21,UK(FM),PRESTON,NOR,GB3PP,,433.375000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.791200,-2.705800,0:00
21,UK(FM),PERTH,SCOT,GB3PR,,145.675000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,56.372500,-3.455100,0:00
21,UK(FM),PERTH,SCOT,GB3PU,,433.000000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,56.372500,-3.455100,0:00
21,UK(FM),MID WALES,WM,GB3PW,,145.775000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,52.477400,-3.399600,0:00
21,UK(FM),CAMBRIDGE,SE,GB3PY,,433.200000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.215200,0.037600,0:00
21,UK(FM),DUKINFIELD,NOR,GB3PZ,,430.900000,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.468800,-2.069200,0:00
21,UK(FM),BOLSOVER,MIDL,GB3RB,,433.200000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.230300,-1.291400,0:00
21,UK(FM),MAIDSTONE,SE,GB3RE,,433.275000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,51.296700,0.600500,0:00
21,UK(FM),AXMINSTER,SW,GB3RH,,433.275000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,50.765100,-2.958500,0:00
21,UK(FM),SELKIRK,SCOT,GB3SB,,145.650000,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,55.555700,-2.792600,0:00
21,UK(FM),WEYMOUTH,SW,GB3SD,,433.350000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.671100,-2.457200,0:00
21,UK(FM),PONTYPOOL,WM,GB3SG,,433.375000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.728200,-3.065500,0:00
21,UK(FM),SOUTHAMPTON,SW,GB3SH,,145.662500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,50.911800,-1.399500,0:00
21,UK(FM),HELSTON,SW,GB3SI,,145.625000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.110900,-5.270700,0:00
21,UK(FM),CANTERBURY,SE,GB3SK,,433.150000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,51.298100,1.064000,0:00
21,UK(FM),STOKE ON TRENT,MIDL,GB3SM,,433.325000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.036400,-1.913500,0:00
21,UK(FM),PEMBROKE,WM,GB3SP,,433.100000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.672700,-4.833100,0:00
21,UK(FM),ELGIN MORAY,SCOT,GB3SS,,145.600000,DUP-,0.600000,FM,TONE,67.0Hz,YES,Approximate,57.610100,-2.965600,0:00
21,UK(FM),STOKE ON TRENT,MIDL,GB3ST,,433.225000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.036400,-1.913500,0:00
21,UK(FM),SOUTHAMPTON,SW,GB3SU,,433.200000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.911800,-1.399500,0:00
21,UK(FM),SIDMOUTH,SW,GB3SW,,145.712500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.687800,-3.218600,0:00
21,UK(FM),BARNSLEY,NOR,GB3SY,,433.150000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.566500,-1.404400,0:00
21,UK(FM),BOURNEMOUTH,SW,GB3SZ,,433.375000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.724400,-1.867800,0:00
21,UK(FM),SWINDON,SW,GB3TD,,433.075000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,51.487100,-1.700700,0:00
21,UK(FM),CLACTON,SE,GB3TE,,145.775000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,51.809000,1.215000,0:00
21,UK(FM),LITTLE WENLOCK,WM,GB3TF,,433.200000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,52.659800,-2.520700,0:00
21,UK(FM),TAMWORTH,MIDL,GB3TH,,433.375000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.635200,-1.701500,0:00
21,UK(FM),SPALDING,MIDL,GB3TL,,433.350000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,52.790600,-0.150000,0:00
21,UK(FM),TRING HERTS,SW,GB3TU,,433.225000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,51.767900,-0.689700,0:00
21,UK(FM),BATH AVON,SW,GB3UB,,433.100000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,51.380000,-2.327500,0:00
21,UK(FM),BIRMIMGHAM,MIDL,GB3UI,,433.025000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.439600,-1.805900,0:00
21,UK(FM),CHELTENHAM,SW,GB3UK,,430.862500,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,51.921700,-2.011600,0:00
21,UK(FM),BELFAST N.I.,NI,GB3UL,,433.050000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,54.617600,-5.810700,0:00
21,UK(FM),CHIRK,WM,GB3UO,,430.825000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,52.945600,-3.045000,0:00
21,UK(FM),SHEFFIELD,NOR,GB3US,,433.000000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,53.381400,-1.478300,0:00
21,UK(FM),APPLEBY,NOR,GB3VE,,433.100000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,54.679800,-2.462000,0:00
21,UK(FM),WELWYN G CITY,SE,GB3VH,,433.325000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.811800,-0.219800,0:00
21,UK(FM),LUDLOW,WM,GB3VN,,430.925000,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,52.358300,-2.604100,0:00
21,UK(FM),TAUNTON,SW,GB3VS,,433.075000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,50.963600,-3.080700,0:00
21,UK(FM),WESTON-S-MARE,SW,GB3WB,,433.300000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.317300,-2.950600,0:00
21,UK(FM),PLYMOUTH,SW,GB3WD,,145.700000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.375200,-4.139000,0:00
21,UK(FM),OTLEY W YORKS,NOR,GB3WF,,433.350000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.891800,-1.688000,0:00
21,UK(FM),PORT TALBOT,WM,GB3WG,,433.150000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.628400,-3.761800,0:00
21,UK(FM),WISBECH,SE,GB3WI,,433.375000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.659000,0.168100,0:00
21,UK(FM),SCUNTHORPE,MIDL,GB3WJ,,433.125000,DUP+,1.600000,FM,TONE,88.5Hz,YES,Approximate,53.571100,-0.670200,0:00
21,UK(FM),WOLVERHAMPTON,MIDL,GB3WN,,433.000000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.630700,-2.082000,0:00
21,UK(FM),HYDE,NOR,GB3WP,,433.275000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,53.460000,-2.030000,0:00
21,UK(FM),CRAWLEY SUSSEX,SE,GB3WS,,145.750000,DUP-,0.600000,FM,TONE,88.5Hz,YES,Approximate,51.076300,-0.157600,0:00
21,UK(FM),WORCESTER,WM,GB3WU,,430.825000,DUP+,7.600000,FM,TONE,118.8Hz,YES,Approximate,52.230400,-2.188100,0:00
21,UK(FM),PORT TALBOT,WM,GB3WW,,145.775000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.628400,-3.761800,0:00
21,UK(FM),SHIPLEY,NOR,GB3XL,,430.887500,DUP+,7.600000,FM,TONE,82.5Hz,YES,Approximate,53.828700,-1.762600,0:00
21,UK(FM),WORKSOP,MIDL,GB3XN,,430.925000,DUP+,7.600000,FM,TONE,71.9Hz,YES,Approximate,53.374800,-1.119100,0:00
21,UK(FM),DAVENTRY,MIDL,GB3XX,,433.325000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.268000,-1.165300,0:00
21,UK(FM),LOWESTOFT,SE,GB3YL,,433.350000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.482100,1.753400,0:00
21,UK(FM),YEOVIL,SW,GB3YS,,433.050000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,50.948000,-2.637700,0:00
21,UK(FM),FLOCKTON,NOR,GB3YW,,145.787500,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,53.637800,-1.655100,0:00
21,UK(FM),BRISTOL,SW,GB3ZB,,430.825000,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,51.397800,-2.641200,0:00
21,UK(FM),STAFFORD,MIDL,GB3ZI,,430.975000,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,52.813100,-2.083600,0:00
21,UK(FM),EASTBOURNE,SE,GB3ZX,,430.825000,DUP+,7.600000,FM,TONE,88.5Hz,YES,Approximate,50.794300,0.236200,0:00
